fips,name,votes,absentee_votes,reporting,precincts,absentee_method,eevp,tot_exp_vote,eevp_value,eevp_display,eevp_source,turnout_stage,absentee_count_progress,absentee_max_ballots,results_mckinleyd,results_clinen,results_write_ins,results_absentee_mckinleyd,results_absentee_clinen,results_absentee_write_ins,last_updated,leader_margin_value,leader_margin_display,leader_margin_name_display,leader_party_id,leader_key,race_id_race,race_slug_race,url_race,state_page_url_race,ap_polls_page_race,race_type_race,election_type_race,election_date_race,runoff_race,race_name_race,office_race,officeid_race,race_rating_race,seat_race,seat_name_race,state_id_race,state_slug_race,state_name_race,state_nyt_abbrev_race,state_shape_race,party_id_race,uncontested_race,report_race,result_race,result_source_race,gain_race,lost_seat_race,votes_race,absentee_votes_race,absentee_counties_race,absentee_count_progress_race,poll_display_race,poll_countdown_display_race,poll_waiting_display_race,poll_time_race,poll_time_short_race,precincts_reporting_race,precincts_total_race,reporting_display_race,reporting_value_race,eevp_race,tot_exp_vote_race,eevp_source_race,eevp_value_race,eevp_display_race,county_data_source_race,incumbent_party_race,no_forecast_race,last_updated_race,has_incumbent_race,leader_margin_value_race,leader_margin_votes_race,leader_margin_display_race,leader_margin_name_display_race,leader_party_id_race,edison_certified_race,expectations_text_race,expectations_text_short_race,absentee_ballot_deadline_race,absentee_postmark_deadline_race,winner_called_timestamp_race,is_runoff_results_race
54061,Monongalia,40861,29449,41,41,Released as a separate subtotal as first report of the night,100,40851,100%,100% reported,edison,10,all,14120,21611,19240,10,14266,15183,0,2021-01-28T14:46:19Z,5.8026,R+6,McKinley +6,republican,mckinleyd,WV-G-H-1-2020-11-03,wv-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-west-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,WV,west-virginia,West Virginia,W.Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",261723,69430,3,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,559,559,100% reporting,100%,100,261665,edison,100%,100% reported,edison,republican,FALSE,2021-01-28T14:46:50Z,TRUE,37.94508,99311,R+38,McKinley +38,republican,TRUE,"","",6,0,1604455258241,FALSE
54069,Ohio,19617,0,39,39,Released separately at end; NOT included in cumulative results,100,19614,100%,100% reported,edison,10,unknown,6715,13157,6457,3,0,0,0,2021-01-28T14:46:25Z,34.15405,R+34,McKinley +34,republican,mckinleyd,WV-G-H-1-2020-11-03,wv-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-west-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,WV,west-virginia,West Virginia,W.Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",261723,69430,3,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,559,559,100% reporting,100%,100,261665,edison,100%,100% reported,edison,republican,FALSE,2021-01-28T14:46:50Z,TRUE,37.94508,99311,R+38,McKinley +38,republican,TRUE,"","",6,0,1604455258241,FALSE
54073,Pleasants,3335,0,10,10,Other,100,3335,100%,100% reported,edison,10,unknown,1573,2536,799,,0,0,,2021-01-28T14:39:14Z,52.08396,R+52,McKinley +52,republican,mckinleyd,WV-G-H-1-2020-11-03,wv-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-west-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,WV,west-virginia,West Virginia,W.Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",261723,69430,3,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,559,559,100% reporting,100%,100,261665,edison,100%,100% reported,edison,republican,FALSE,2021-01-28T14:46:50Z,TRUE,37.94508,99311,R+38,McKinley +38,republican,TRUE,"","",6,0,1604455258241,FALSE
54077,Preston,13989,0,28,28,Merged into voters' home precincts and released with cumulative results,100,13960,100%,100% reported,edison,10,unknown,3059,10688,3272,29,0,0,0,2021-01-28T14:46:34Z,53.01308,R+53,McKinley +53,republican,mckinleyd,WV-G-H-1-2020-11-03,wv-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-west-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,WV,west-virginia,West Virginia,W.Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",261723,69430,3,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,559,559,100% reporting,100%,100,261665,edison,100%,100% reported,edison,republican,FALSE,2021-01-28T14:46:50Z,TRUE,37.94508,99311,R+38,McKinley +38,republican,TRUE,"","",6,0,1604455258241,FALSE
54085,Ritchie,4092,0,15,15,Other,100,4092,100%,100% reported,edison,10,unknown,1906,3395,697,,0,0,,2021-01-28T14:40:16Z,65.93353,R+66,McKinley +66,republican,mckinleyd,WV-G-H-1-2020-11-03,wv-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-west-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,WV,west-virginia,West Virginia,W.Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",261723,69430,3,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,559,559,100% reporting,100%,100,261665,edison,100%,100% reported,edison,republican,FALSE,2021-01-28T14:46:50Z,TRUE,37.94508,99311,R+38,McKinley +38,republican,TRUE,"","",6,0,1604455258241,FALSE
54091,Taylor,7186,0,19,19,Other,100,7184,100%,100% reported,edison,10,unknown,2168,5369,1815,2,0,0,0,2021-01-28T14:46:43Z,49.45728,R+49,McKinley +49,republican,mckinleyd,WV-G-H-1-2020-11-03,wv-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-west-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,WV,west-virginia,West Virginia,W.Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",261723,69430,3,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,559,559,100% reporting,100%,100,261665,edison,100%,100% reported,edison,republican,FALSE,2021-01-28T14:46:50Z,TRUE,37.94508,99311,R+38,McKinley +38,republican,TRUE,"","",6,0,1604455258241,FALSE
54093,Tucker,3713,0,11,11,Merged into voters' home precincts and released with cumulative results,100,3713,100%,100% reported,edison,10,unknown,1285,2700,1013,,0,0,,2021-01-28T14:40:44Z,45.43496,R+45,McKinley +45,republican,mckinleyd,WV-G-H-1-2020-11-03,wv-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-west-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,WV,west-virginia,West Virginia,W.Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",261723,69430,3,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,559,559,100% reporting,100%,100,261665,edison,100%,100% reported,edison,republican,FALSE,2021-01-28T14:46:50Z,TRUE,37.94508,99311,R+38,McKinley +38,republican,TRUE,"","",6,0,1604455258241,FALSE
54095,Tyler,3781,0,10,10,Other,100,3781,100%,100% reported,edison,10,unknown,1402,3036,745,,0,0,,2021-01-28T14:40:52Z,60.59244,R+61,McKinley +61,republican,mckinleyd,WV-G-H-1-2020-11-03,wv-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-west-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,WV,west-virginia,West Virginia,W.Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",261723,69430,3,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,559,559,100% reporting,100%,100,261665,edison,100%,100% reported,edison,republican,FALSE,2021-01-28T14:46:50Z,TRUE,37.94508,99311,R+38,McKinley +38,republican,TRUE,"","",6,0,1604455258241,FALSE
54103,Wetzel,6407,0,22,22,Merged into voters' home precincts and released with cumulative results,100,6407,100%,100% reported,edison,10,unknown,2730,4633,1774,,0,0,,2021-01-28T14:41:28Z,44.62307,R+45,McKinley +45,republican,mckinleyd,WV-G-H-1-2020-11-03,wv-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-west-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,WV,west-virginia,West Virginia,W.Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",261723,69430,3,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,559,559,100% reporting,100%,100,261665,edison,100%,100% reported,edison,republican,FALSE,2021-01-28T14:46:50Z,TRUE,37.94508,99311,R+38,McKinley +38,republican,TRUE,"","",6,0,1604455258241,FALSE
54107,Wood,37560,25521,68,68,Released as a separate subtotal as first report of the night,100,37559,100%,100% reported,edison,10,unknown,20197,26542,11017,1,17289,8232,0,2021-01-28T14:46:50Z,41.33387,R+41,McKinley +41,republican,mckinleyd,WV-G-H-1-2020-11-03,wv-house-general-district-001-2020-11-03,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia-house-district-1.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/results-west-virginia.html,https://www.nytimes.com/interactive/2020/11/03/us/elections/ap-polls-west-virginia.html,house,general,2020-11-03,FALSE,U.S. House District 1,U.S. House,H,solid-rep,1,District 1,WV,west-virginia,West Virginia,W.Va.,horizontal,"",FALSE,TRUE,winner,AP,FALSE,"",261723,69430,3,unknown,Polls close at 7:30 p.m. Eastern time.,Polls close in,Polls have closed.,2020-11-04T00:30:00.000Z,7:30 p.m.,559,559,100% reporting,100%,100,261665,edison,100%,100% reported,edison,republican,FALSE,2021-01-28T14:46:50Z,TRUE,37.94508,99311,R+38,McKinley +38,republican,TRUE,"","",6,0,1604455258241,FALSE
